school_id;name;category;tier;marked;index;grant;okrug;district;address;site;korpusov;lat;lon;geo_precision
shkola-109;Школа № 109;Городская;;нет;18;III степени;ЮЗАО;Тёплый Стан;;;2;55.64077;37.47537;здание школы по номеру (OSM) — сверить
shkola-1238;Школа № 1238;Городская;Лучшая в районе;нет;18;III степени;ЗАО;Ново-Переделкино;;;1;55.64530;37.34564;объект (школа в OSM)
shkola-1273;Школа № 1273;Городская;;нет;18;III степени;ЮЗАО;Коньково;ул. Академика Капицы, д. 12;;3;55.62738;37.52410;здание школы по номеру (OSM) — сверить
shkola-1347;Школа № 1347;Городская;;нет;18;III степени;ЗАО;Солнцево;;;3;55.65789;37.40662;здание школы по номеру (OSM) — сверить
shkola-1367;Школа № 1367;Городская;;нет;18;III степени;ЮВАО;Рязанский;;;2;55.71377;37.74112;здание школы по номеру (OSM) — сверить
shkola-1420;Школа № 1420;Городская;;нет;18;III степени;ЮВАО;Выхино-Жулебино;;;1;55.70098;37.81490;здание школы по номеру (OSM) — сверить
shkola-1454-timiryazevskaya;Школа № 1454 «Тимирязевская»;Городская;;нет;18;III степени;САО;Тимирязевский;;;6;55.81374;37.56870;объект (школа в OSM)
shkola-1505-preobrazhenskaya;Школа № 1505 «Преображенская»;Городская;Лучшая в районе;нет;18;III степени;ВАО;Преображенское;2-я Пугачёвская ул., д. 6А;;5;55.79697;37.73844;здание школы по номеру (OSM) — сверить
shkola-1564-im-a-p-beloborodova;Школа № 1564 им. А.П. Белобородова;Городская;;нет;18;III степени;СЗАО;Митино;;;3;55.82816;37.34886;здание школы по номеру (OSM) — сверить
shkola-1570;Школа № 1570;Городская;Лучшая в районе;нет;18;III степени;САО;Беговой;5-я ул. Ямского Поля, д. 28;;1;55.78932;37.57724;здание школы по номеру (OSM) — сверить
shkola-1955;Школа № 1955;Городская;Лучшая в районе;нет;18;III степени;СВАО;Лосиноостровский;;;3;55.88029;37.69119;здание школы по номеру (OSM) — сверить
shkola-2006;Школа № 2006;Городская;Лучшая в районе;нет;18;III степени;ЮЗАО;Северное Бутово;;;1;55.56357;37.57588;здание школы по номеру (OSM) — сверить
shkola-41-im-g-a-tarana;Школа № 41 им. Г.А. Тарана;Городская;Лучшая в районе;нет;18;III степени;НАО;Внуково;;;1;55.62137;37.21453;объект (отделение школы в OSM)
shkola-2072;Школа № 2072;Городская;;нет;17;III степени;ВАО;Новогиреево;;;3;55.74329;37.80353;объект (школа в OSM)
litsey-prezidentskoy-akademii-ranhigs;Лицей Президентской академии РАНХиГС;Вузовская;;нет;16;;ЗАО;Тропарёво-Никулино;пр-т Вернадского, д. 98;https://ranepa-lyceum.ru/;1;55.65165;37.47221;дом
shkola-v-nekrasovke;Школа в Некрасовке;Городская;;нет;16;IV степени;ЮВАО;Некрасовка;;;1;55.68802;37.92337;объект (школа в OSM)
shkola-1018;Школа № 1018;Городская;;нет;16;III степени;ЗАО;Ново-Переделкино;;;1;55.64143;37.35088;здание школы по номеру (OSM) — сверить
shkola-1034-im-v-v-markina;Школа № 1034 им. В.В. Маркина;Городская;Лучшая в районе;нет;16;III степени;ЮАО;Братеево;;;2;55.63154;37.75847;объект (школа в OSM)
shkola-1234;Школа № 1234;Городская;;нет;16;группа 5;ЦАО;Арбат;ул. Большая Молчановка, д. 26-28;;4;55.753581;37.590266;корпус
shkola-1279-evrika;Школа № 1279 «Эврика»;Городская;;нет;16;III степени;ЮЗАО;Зюзино;;;4;55.66331;37.60348;объект (школа в OSM)
shkola-1358;Школа № 1358;Городская;;нет;16;III степени;СЗАО;Митино;;;3;55.85683;37.34629;здание школы по номеру (OSM) — сверить
shkola-1573;Школа № 1573;Городская;;нет;16;III степени;СВАО;Лианозово;;;1;55.90663;37.55270;здание школы по номеру (OSM) — сверить
shkola-1591;Школа № 1591;Городская;;нет;16;III степени;ВАО;Новокосино;;;3;55.74173;37.87253;здание школы по номеру (OSM) — сверить
shkola-1793-im-a-k-novikova;Школа № 1793 им. А.К. Новикова;Городская;;нет;16;III степени;ЮВАО;Выхино-Жулебино;;;3;55.68954;37.85014;объект (школа в OSM)
shkola-2010-im-m-p-sudakova;Школа № 2010 им. М.П. Судакова;Городская;Лучшая в районе;нет;16;III степени;ЮВАО;Люблино;;;3;55.66730;37.74829;здание школы по номеру (OSM) — сверить
shkola-2025;Школа № 2025;Городская;;нет;16;III степени;ЗАО;Очаково-Матвеевское;;;3;55.67536;37.44815;объект (школа в OSM)
shkola-2117;Школа № 2117;Городская;;нет;16;III степени;НАО;Щербинка;;;1;55.51199;37.57023;объект (школа в OSM)
shkola-654-im-a-d-fridmana;Школа № 654 им. А.Д. Фридмана;Городская;Лучшая в районе;нет;16;III степени;ЮВАО;Текстильщики;ул. Юных Ленинцев, д. 35, корп. 2;;4;55.69569;37.74985;объект (школа в OSM)
shkola-667-im-k-ya-samsonova;Школа № 667 им. К.Я. Самсонова;Городская;Лучшая в районе;нет;16;III степени;ЮАО;Бирюлёво Западное;;;5;55.57751;37.64993;объект (отделение школы в OSM)
shkola-814;Школа № 814;Городская;;нет;16;III степени;ЗАО;Очаково-Матвеевское;;;4;55.70537;37.46520;объект (школа в OSM)
shkola-853;Школа № 853;Городская;Лучшая в районе;нет;16;III степени;ЗелАО;Старое Крюково;;;1;55.98518;37.19049;объект (школа в OSM)
shkola-im-artema-borovika;Школа им. Артёма Боровика;Городская;;нет;15;III степени;ЮВАО;Марьино;;;1;55.665391;37.750824;корпус
shkola-1000;Школа № 1000;Городская;;нет;15;IV степени;ЗАО;Солнцево;;;2;55.65778;37.39069;здание школы по номеру (OSM) — сверить
shkola-1150-im-k-k-rokossovskogo;Школа № 1150 им. К.К. Рокоссовского;Городская;;нет;15;III степени;ЗелАО;Крюково;;;1;55.97514;37.15349;объект (школа в OSM)
shkola-1195-im-p-i-merenkova;Школа № 1195 им. П.И. Меренкова;Городская;;нет;15;III степени;ЗАО;Можайский;;;2;55.71723;37.41976;объект (школа в OSM)
shkola-1208-im-m-s-shumilova;Школа № 1208 им. М.С. Шумилова;Городская;Лучшая в районе;нет;15;III степени;ЮВАО;Кузьминки;;;4;55.70776;37.77123;объект (школа в OSM)
shkola-1286;Школа № 1286;Городская;;нет;15;IV степени;СЗАО;Северное Тушино;;;4;55.85711;37.42588;объект (школа в OSM)
shkola-1353-im-d-f-alekseeva;Школа № 1353 им. Д.Ф. Алексеева;Городская;Лучшая в районе;нет;15;III степени;ЗелАО;Матушкино;;;1;55.99308;37.19301;объект (школа в OSM)
shkola-1371-krylatskoe;Школа № 1371 «Крылатское»;Городская;;нет;15;III степени;ЗАО;Крылатское;ул. Крылатские Холмы, д. 45, корп. 2;;2;55.76054;37.40418;здание школы по номеру (OSM) — сверить
shkola-1391;Школа № 1391;Городская;Лучшая в районе;нет;15;III степени;ТАО;Бекасово;;;1;55.53426;37.16423;здание школы по номеру (OSM) — сверить
shkola-1411;Школа № 1411;Городская;;нет;15;III степени;СВАО;Отрадное;;;2;55.86694;37.60075;здание школы по номеру (OSM) — сверить
shkola-1512-im-alii-moldagulovoy;Школа № 1512 им. Алии Молдагуловой;Городская;Лучшая в районе;нет;15;III степени;ВАО;Вешняки;;;1;55.71841;37.83030;здание школы по номеру (OSM) — сверить
shkola-1552;Школа № 1552;Городская;;нет;15;IV степени;ЮАО;Зябликово;;;4;55.62508;37.74487;здание школы по номеру (OSM) — сверить
shkola-1554;Школа № 1554;Городская;;нет;15;III степени;СВАО;Отрадное;;;5;55.86455;37.62350;здание школы по номеру (OSM) — сверить
shkola-1561;Школа № 1561;Городская;Лучшая в районе;нет;15;III степени;ЮЗАО;Ясенево;;;5;55.59966;37.54239;здание школы по номеру (OSM) — сверить
shkola-1569-sozvezdie;Школа № 1569 «Созвездие»;Городская;Лучшая в районе;нет;15;III степени;ЮАО;Зябликово;;;2;55.61495;37.73430;здание школы по номеру (OSM) — сверить
shkola-1584;Школа № 1584;Городская;;нет;15;III степени;ЗАО;Кунцево;;;2;55.74537;37.42891;здание школы по номеру (OSM) — сверить
shkola-1747-im-d-m-rumyantseva;Школа № 1747 им. Д.М. Румянцева;Городская;;нет;15;III степени;СЗАО;Митино;;;2;55.84616;37.35119;объект (школа в OSM)
shkola-1788;Школа № 1788;Городская;;нет;15;III степени;НАО;Внуково;;;2;55.63928;37.31415;объект (школа в OSM)
shkola-1883-butovo;Школа № 1883 «Бутово»;Городская;;нет;15;III степени;ЮЗАО;Южное Бутово;;;1;55.54971;37.54724;здание школы по номеру (OSM) — сверить
shkola-2033;Школа № 2033;Городская;;нет;15;III степени;ВАО;Северное Измайлово;;;5;55.80792;37.77945;здание школы по номеру (OSM) — сверить
shkola-641-im-sergeya-esenina;Школа № 641 им. Сергея Есенина;Городская;;нет;15;III степени;ЮВАО;Кузьминки;;;2;55.70606;37.74230;здание школы по номеру (OSM) — сверить
shkola-777-im-e-v-mihaylova;Школа № 777 им. Е.В. Михайлова;Городская;;нет;15;III степени;ЮВАО;Рязанский;;;6;55.72545;37.76824;объект (школа в OSM)
shkola-827;Школа № 827;Городская;;нет;15;III степени;СЗАО;Северное Тушино;;;2;55.85281;37.41258;объект (школа в OSM)
shkola-947;Школа № 947;Городская;Лучшая в районе;нет;15;III степени;ЮАО;Бирюлёво Восточное;;;5;55.58240;37.67783;здание школы по номеру (OSM) — сверить
mezhdunarodnaya-shkola-smeshannogo-obucheniya;Международная школа смешанного обучения;Городская;;нет;14;;;;;;0;;;
shkola-1539;Школа № 1539;Городская;;нет;14;IV степени;СВАО;Алексеевский;;;1;55.81050;37.64185;здание школы по номеру (OSM) — сверить
shkola-887;Школа № 887;Городская;;нет;14;IV степени;ЗАО;Кунцево;;;2;55.73694;37.42754;здание школы по номеру (OSM) — сверить
shkola-dmitrovskiy;Школа «Дмитровский»;Городская;Лучшая в районе;нет;13;группа 5;САО;Дмитровский;;;1;55.895542;37.538290;корпус
shkola-stolitsa-kit;Школа «Столица-КИТ»;Частная;;нет;13;;Москва;—;Москва;;1;55.717235;37.614682;корпус
shkola-1223;Школа № 1223;Городская;;нет;13;группа 5;САО;Коптево;;;2;55.838686;37.527234;корпус
shkola-1250;Школа № 1250;Городская;Лучшая в районе;нет;13;группа 5;САО;Войковский;;;1;55.829330;37.484674;корпус
shkola-1080;Школа № 1080;Городская;;нет;12;IV степени;ВАО;Преображенское;Знаменская ул., д. 12/4;;3;55.80951;37.72031;здание школы по номеру (OSM) — сверить
shkola-1520-im-kaptsovyh;Школа № 1520 им. Капцовых;Городская;;нет;12;группа 5;ЦАО;Пресненский;;;2;55.756472;37.602975;корпус
shkola-1636-nika;Школа № 1636 «НИКА»;Городская;;нет;12;IV степени;ЮАО;Орехово-Борисово Южное;;;5;55.60861;37.73724;здание школы по номеру (OSM) — сверить
shkola-1799;Школа № 1799;Городская;;нет;12;IV степени;ЦАО;Якиманка;;;4;55.723371;37.605827;корпус
shkola-2065;Школа № 2065;Городская;;нет;12;IV степени;НАО;Филимонковский;;;2;55.60341;37.34578;объект (школа в OSM)
shkola-2101;Школа № 2101;Городская;;нет;12;IV степени;ЗАО;Фили-Давыдково;;;3;55.74160;37.47780;объект (школа в OSM)
shkola-922;Школа № 922;Городская;;нет;12;группа 5;ВАО;Ивановское;;;2;55.762748;37.826990;корпус
inzhenerno-tehnicheskaya-shkola-im-p-r-popovicha;Инженерно-техническая школа им. П.Р. Поповича;Городская;;нет;11;IV степени;САО;Аэропорт;;;3;55.80971;37.53148;объект (школа в OSM)
pervyy-moskovskiy-obrazovatelnyy-kompleks;Первый Московский образовательный комплекс;Городская;;нет;11;группа 5;СВАО;Северное Медведково;;;4;55.804548;37.626983;корпус
shkola-marino-im-a-e-golovanova;Школа «Марьино» им. А.Е. Голованова;Городская;;нет;11;группа 5;ЮВАО;Марьино;;;0;;;
shkola-1590-im-v-v-kolesnika;Школа № 1590 им. В.В. Колесника;Городская;;нет;11;группа 5;САО;Ховрино;;;2;55.862695;37.502982;корпус
shkola-1852;Школа № 1852;Городская;Лучшая в районе;нет;11;группа 6;ВАО;Перово;2-я Владимирская ул., д. 22А;;2;55.756048;37.779476;корпус
shkola-315;Школа № 315;Городская;;нет;11;группа 5;ЦАО;Красносельский;;;1;55.78298;37.67442;здание школы по номеру (OSM) — сверить
shkola-544;Школа № 544;Городская;;нет;11;IV степени;ЮАО;Орехово-Борисово Южное;;;3;55.60686;37.71464;здание школы по номеру (OSM) — сверить
shkola-91;Школа № 91;Городская;;нет;11;группа 5;ЦАО;Арбат;;;1;55.754177;37.596980;корпус
veshnyakovskaya-shkola;Вешняковская школа;Городская;;нет;10;IV степени;ВАО;Вешняки;;;6;55.74101;37.83287;объект (школа в OSM)
gimnaziya-goroda-troitska;Гимназия города Троицка;Городская;;нет;10;IV степени;ТАО;Троицк;;;0;;;
gimnaziya-im-n-v-pushkova;Гимназия им. Н.В. Пушкова;Городская;;нет;10;IV степени;ТАО;Троицк;;;0;;;
izmaylovskaya-shkola-1508;Измайловская школа № 1508;Городская;;нет;10;IV степени;ВАО;Измайлово;;;3;55.79209;37.80263;здание школы по номеру (OSM) — сверить
litsey-goroda-troitska;Лицей города Троицка;Городская;;нет;10;IV степени;ТАО;Троицк;;;0;;;
pushkinskaya-shkola-1500;Пушкинская школа № 1500;Городская;;нет;10;IV степени;ЦАО;Красносельский;;;4;55.77355;37.64257;здание школы по номеру (OSM) — сверить
shkola-tehnologii-obucheniya;Школа «Технологии обучения»;Городская;;нет;10;IV степени;ЗАО;Дорогомилово;;;2;55.74114;37.55025;объект (школа в OSM)
shkola-im-v-v-mayakovskogo;Школа им. В.В. Маяковского;Городская;Лучшая в районе;нет;10;IV степени;ЮВАО;Южнопортовый;1-я Дубровская ул., д. 16;;2;55.72944;37.66641;объект (школа в OSM)
shkola-1191;Школа № 1191;Городская;;нет;10;IV степени;СЗАО;Митино;;;3;55.85692;37.36111;здание школы по номеру (OSM) — сверить
shkola-1245;Школа № 1245;Городская;Лучшая в районе;нет;10;IV степени;ЮАО;Чертаново Южное;;;3;55.60349;37.60167;здание школы по номеру (OSM) — сверить
shkola-1324;Школа № 1324;Городская;;нет;10;IV степени;ВАО;Новогиреево;;;2;55.75876;37.82320;объект (школа в OSM)
shkola-1375;Школа № 1375;Городская;Лучшая в районе;нет;10;IV степени;ЮАО;Нагатино-Садовники;Нагатинская наб., д. 24;;1;55.68140;37.65667;объект (школа в OSM)
shkola-1450-olimp;Школа № 1450 «Олимп»;Городская;Лучшая в районе;нет;10;IV степени;ЮАО;Нагорный;Фруктовая ул., д. 9;;4;55.65784;37.61237;здание школы по номеру (OSM) — сверить
shkola-1466-im-n-rushevoy;Школа № 1466 им. Н. Рушевой;Городская;Лучшая в районе;нет;10;IV степени;ЮАО;Царицыно;;;4;55.62106;37.66329;объект (школа в OSM)
shkola-1498-moskovskaya-mezhdunarodnaya-shkola;Школа № 1498 «Московская международная школа»;Городская;;нет;10;группа 6;ЗАО;Раменки;;;2;55.697813;37.510180;корпус
shkola-1528-im-i-v-panfilova;Школа № 1528 им. И.В. Панфилова;Городская;;нет;10;IV степени;ЗелАО;Старое Крюково;;;1;55.99556;37.17905;здание школы по номеру (OSM) — сверить
shkola-158;Школа № 158;Городская;Лучшая в районе;нет;10;IV степени;САО;Левобережный;Валдайский пр-д, д. 14;;4;55.87356;37.46735;объект (школа в OSM)
shkola-1583-im-k-a-kerimova;Школа № 1583 им. К.А. Керимова;Городская;Лучшая в районе;нет;10;IV степени;САО;Головинский;Смольная ул., д. 25;;3;55.84448;37.49958;здание школы по номеру (OSM) — сверить
shkola-1797-bogorodskaya;Школа № 1797 «Богородская»;Городская;Лучшая в районе;нет;10;IV степени;ВАО;Богородское;3-я Гражданская ул., д. 64;;2;55.80735;37.71226;здание школы по номеру (OSM) — сверить
shkola-185-im-v-s-grizodubovoy;Школа № 185 им. В.С. Гризодубовой;Городская;;нет;10;IV степени;САО;Коптево;;;1;55.83682;37.53543;объект (школа в OSM)
shkola-1861-zagore;Школа № 1861 «Загорье»;Городская;;нет;10;IV степени;ЮАО;Бирюлёво Восточное;;;1;55.57811;37.67974;здание школы по номеру (OSM) — сверить
shkola-1900;Школа № 1900;Городская;;нет;10;IV степени;СЗАО;Митино;;;1;55.84144;37.36241;здание школы по номеру (OSM) — сверить
shkola-1948-lingvist-m;Школа № 1948 «Лингвист-М»;Городская;Лучшая в районе;нет;10;IV степени;ЮЗАО;Черёмушки;Новочерёмушкинская ул., д. 64/2;;2;55.66434;37.58395;здание школы по номеру (OSM) — сверить
shkola-199;Школа № 199;Городская;;нет;10;IV степени;ЮЗАО;Академический;;;2;55.69249;37.56611;объект (школа в OSM)
shkola-2030;Школа № 2030;Городская;;нет;10;группа 6;ЦАО;Пресненский;;;1;55.759996;37.555662;корпус
shkola-2104-na-taganke;Школа № 2104 на Таганке;Городская;Лучшая в районе;нет;10;группа 5;ЦАО;Таганский;1-й Котельнический пер., д. 5;;3;55.743638;37.646296;корпус
shkola-2200;Школа № 2200;Городская;;нет;10;IV степени;ВАО;Северное Измайлово;;;6;55.80479;37.79062;здание школы по номеру (OSM) — сверить
shkola-293-im-a-t-tvardovskogo;Школа № 293 им. А.Т. Твардовского;Городская;;нет;10;группа 5;СВАО;Алексеевский;;;2;55.822101;37.653411;корпус
shkola-507;Школа № 507;Городская;;нет;10;IV степени;ЮАО;Нагатино-Садовники;ул. Садовники, д. 12;;5;55.67229;37.65742;объект (школа в OSM)
shkola-547;Школа № 547;Городская;;нет;10;IV степени;НАО;Коммунарка;;;2;55.70933;37.64036;объект (школа в OSM)
shkola-597-novoe-pokolenie;Школа № 597 «Новое поколение»;Городская;;нет;10;IV степени;САО;Ховрино;;;1;55.86601;37.48969;здание школы по номеру (OSM) — сверить
shkola-709-im-v-i-dolgih;Школа № 709 им. В.И. Долгих;Городская;;нет;10;IV степени;СВАО;Северный;9-я Северная линия, д. 1, корп. 2;;3;55.915033;37.548127;корпус
shkola-727;Школа № 727;Городская;Лучшая в районе;нет;10;IV степени;СЗАО;Покровское-Стрешнево;;;3;55.82784;37.42978;объект (школа в OSM)
shkola-771;Школа № 771;Городская;;нет;10;IV степени;САО;Дмитровский;;;2;55.88280;37.53468;здание школы по номеру (OSM) — сверить
shkola-924;Школа № 924;Городская;;нет;10;IV степени;ЮАО;Чертаново Южное;;;5;55.59961;37.61709;здание школы по номеру (OSM) — сверить
shkola-956;Школа № 956;Городская;;нет;10;группа 6;СВАО;Южное Медведково;;;1;55.867736;37.642744;корпус
shkola-1101;Школа № 1101;Городская;;нет;9;группа 5;ЮЗАО;Тёплый Стан;;;4;55.633416;37.477865;корпус
shkola-1210;Школа № 1210;Городская;;нет;9;группа 5;СЗАО;Щукино;;;2;55.800369;37.456760;корпус
shkola-1259;Школа № 1259;Городская;;нет;9;группа 6;ЦАО;Замоскворечье;5-й Монетчиковский пер., д. 7;;2;55.731959;37.632019;корпус
shkola-1430-im-g-v-kisunko;Школа № 1430 им. Г.В. Кисунько;Городская;;нет;9;группа 5;СВАО;Лианозово;;;2;55.900617;37.578025;корпус
shkola-1468;Школа № 1468;Городская;;нет;9;группа 5;ЦАО;Таганский;;;2;55.739873;37.686145;корпус
shkola-354-im-d-m-karbysheva;Школа № 354 им. Д.М. Карбышева;Городская;;нет;9;группа 6;ЦАО;Басманный;;;3;55.769152;37.668041;корпус
shkola-626-im-n-i-sats;Школа № 626 им. Н.И. Сац;Городская;Лучшая в районе;нет;9;группа 5;ЮЗАО;Котловка;Севастопольский пр-т, д. 43А;;1;55.671931;37.589596;корпус
pansion-vospitannits-mo-rf;Пансион воспитанниц МО РФ;Городская;;нет;8;;;;;;0;;;
shkola-shik-16;Школа «ШИК 16»;Городская;Лучшая в районе;нет;8;группа 6;СВАО;Останкинский;;;1;55.825780;37.645560;корпус
shkola-gazprombanka;Школа Газпромбанка;Городская;;нет;8;;;;;;0;;;
shkola-sotrudnichestva;Школа сотрудничества;Городская;;нет;8;;;;;;2;55.75331;37.66001;объект (отделение школы в OSM)
shkola-1507;Школа № 1507;Городская;;нет;8;группа 5;ЮЗАО;Тёплый Стан;;;3;55.632994;37.508953;корпус
shkola-875;Школа № 875;Городская;;нет;8;группа 6;ЗАО;Тропарёво-Никулино;;;1;55.663441;37.490943;корпус
srednyaya-shkola-znayka;Средняя школа «Знайка»;Городская;;нет;7;;;;;;1;55.84211;37.53146;объект (школа в OSM)
shkola-v-kapotne;Школа в Капотне;Городская;Лучшая в районе;нет;7;группа 6;ЮВАО;Капотня;;;3;55.635993;37.797415;корпус
shkola-1151;Школа № 1151;Городская;;нет;7;группа 5;ЗелАО;Крюково;;;0;;;
shkola-1241-na-krasnoy-presne;Школа № 1241 «На Красной Пресне»;Городская;;нет;7;группа 6;ЦАО;Пресненский;;;2;55.756585;37.568108;корпус
shkola-1315;Школа № 1315;Городская;;нет;7;группа 5;САО;Головинский;Конаковский пр-д, д. 5;;2;55.847946;37.486030;корпус
shkola-1383;Школа № 1383;Городская;Лучшая в районе;нет;7;группа 5;САО;Бескудниковский;;;2;55.862537;37.565673;корпус
shkola-1434-ramenki;Школа № 1434 «Раменки»;Городская;;нет;7;группа 5;ЗАО;Раменки;;;1;55.690736;37.500369;корпус
shkola-1467;Школа № 1467;Городская;;нет;7;группа 5;ЗАО;Ново-Переделкино;;;1;55.639467;37.347670;корпус
shkola-1499-im-i-a-dokukina;Школа № 1499 им. И.А. Докукина;Городская;Лучшая в районе;нет;7;группа 5;СВАО;Ростокино;Ростокинская ул., д. 3;;4;55.837100;37.642814;корпус
shkola-1540;Школа № 1540;Городская;;нет;7;группа 5;ЦАО;Тверской;;;2;55.785314;37.596962;корпус
shkola-1551;Школа № 1551;Городская;;нет;7;группа 5;СЗАО;Южное Тушино;ул. Свободы, д. 42, корп. 2;;4;55.845979;37.451338;корпус
shkola-1582;Школа № 1582;Городская;Лучшая в районе;нет;7;группа 5;ЮАО;Чертаново Центральное;;;4;55.617774;37.600809;корпус
shkola-1593;Школа № 1593;Городская;;нет;7;группа 5;ЗАО;Крылатское;;;2;55.770779;37.413021;корпус
shkola-1601-im-e-k-lyutikova;Школа № 1601 им. Е.К. Лютикова;Городская;Лучшая в районе;нет;7;группа 5;САО;Савёловский;;;5;55.792702;37.573195;корпус
shkola-1619-im-m-i-tsvetaevoy;Школа № 1619 им. М.И. Цветаевой;Городская;;нет;7;группа 5;СЗАО;Строгино;;;1;55.797520;37.404537;корпус
shkola-1786;Школа № 1786;Городская;;нет;7;группа 6;ЮЗАО;Южное Бутово;;;0;;;
shkola-1905;Школа № 1905;Городская;;нет;7;группа 5;ЮВАО;Выхино-Жулебино;;;1;55.682931;37.859677;корпус
shkola-1981;Школа № 1981;Городская;;нет;7;группа 5;ЮЗАО;Южное Бутово;;;0;;;
shkola-201;Школа № 201;Городская;;нет;7;группа 5;САО;Войковский;ул. Зои и Александра Космодемьянских, д. 3, корп. 1;;1;55.821380;37.504967;корпус
shkola-2090-im-l-h-papernika;Школа № 2090 им. Л.Х. Паперника;Городская;;нет;7;группа 5;ЮВАО;Рязанский;;;5;55.714432;37.791999;корпус
shkola-2114;Школа № 2114;Городская;;нет;7;группа 5;ЮЗАО;Северное Бутово;;;0;;;
shkola-45-im-l-i-milgrama;Школа № 45 им. Л.И. Мильграма;Городская;;нет;7;группа 5;ЮЗАО;Академический;;;4;55.690785;37.579875;корпус
shkola-618;Школа № 618;Городская;;нет;7;группа 5;ЗелАО;Матушкино;;;0;;;
shkola-64;Школа № 64;Городская;;нет;7;группа 5;ЗАО;Кунцево;;;1;55.737055;37.414131;корпус
shkola-878;Школа № 878;Городская;Лучшая в районе;нет;7;группа 5;ЮАО;Орехово-Борисово Северное;;;4;55.611912;37.712856;корпус
shkola-949;Школа № 949;Городская;;нет;7;группа 5;ЮАО;Орехово-Борисово Южное;;;2;55.608861;37.753899;корпус
gimnaziya-imeni-n-v-pushkova;Гимназия имени Н. В. Пушкова;Городская;;нет;6;;;;;;0;;;
shkola-beskudnikovo;Школа «Бескудниково»;Городская;;нет;6;группа 5;САО;Бескудниковский;;;1;55.872051;37.542139;корпус
shkola-perspektiva;Школа «Перспектива»;Городская;Лучшая в районе;нет;6;группа 5;САО;Молжаниновский;;;0;;;
shkola-im-i-s-polbina;Школа им. И.С. Полбина;Городская;Лучшая в районе;нет;6;группа 5;ЮВАО;Печатники;ул. Полбина, д. 44;;2;55.681878;37.727562;корпус
shkola-im-f-m-dostoevskogo;Школа им. Ф.М. Достоевского;Городская;;нет;6;группа 5;ЮВАО;Люблино;;;2;55.659983;37.726105;корпус
shkola-1205;Школа № 1205;Городская;;нет;6;группа 6;ЮЗАО;Черёмушки;ул. Архитектора Власова, д. 19А;;3;55.676142;37.556518;корпус
shkola-1206;Школа № 1206;Городская;;нет;6;группа 5;ЮЗАО;Ясенево;;;5;55.615621;37.533411;корпус
shkola-1228-lefortovo;Школа № 1228 «Лефортово»;Городская;Лучшая в районе;нет;6;группа 5;ЮВАО;Лефортово;Авиамоторная ул., д. 42;;6;55.753979;37.711273;корпус
shkola-1246;Школа № 1246;Городская;Лучшая в районе;нет;6;группа 6;ВАО;Метрогородок;Открытое ш., д. 29А;;1;55.829266;37.760566;корпус
shkola-1249;Школа № 1249;Городская;;нет;6;;;;;;1;55.801312;37.518154;корпус
shkola-1355;Школа № 1355;Городская;;нет;6;группа 5;ЮЗАО;Южное Бутово;;;0;;;
shkola-1370;Школа № 1370;Городская;Лучшая в районе;нет;6;группа 6;СВАО;Алтуфьевский;Костромская ул., д. 14, корп. 1;;4;55.883006;37.590968;корпус
shkola-138;Школа № 138;Городская;;нет;6;группа 6;СЗАО;Хорошёво-Мнёвники;;;4;55.786840;37.476622;корпус
shkola-1387;Школа № 1387;Городская;;нет;6;группа 5;СЗАО;Куркино;;;2;55.904348;37.382625;корпус
shkola-1413;Школа № 1413;Городская;;нет;6;группа 5;СВАО;Бибирево;;;3;55.898801;37.611814;корпус
shkola-1492;Школа № 1492;Городская;;нет;6;группа 5;ЮЗАО;Южное Бутово;;;0;;;
shkola-1494;Школа № 1494;Городская;Лучшая в районе;нет;6;группа 6;СВАО;Марфино;Большая Марфинская ул., д. 1, стр. 5;;3;55.82602;37.60020;объект (школа в OSM)
shkola-1516;Школа № 1516;Городская;Лучшая в районе;нет;6;группа 5;ВАО;Гольяново;Хабаровская ул., д. 4А;;2;55.816831;37.831567;корпус
shkola-1519;Школа № 1519;Городская;;нет;6;группа 5;СЗАО;Строгино;ул. Маршала Катукова, д. 21, корп. 2;;2;55.809708;37.410453;корпус
shkola-1530-shkola-lomonosova;Школа № 1530 «Школа Ломоносова»;Городская;Лучшая в районе;нет;6;группа 5;ВАО;Сокольники;Егерская ул., д. 4;;3;55.793520;37.684724;корпус
shkola-1544;Школа № 1544;Городская;;нет;6;группа 5;СЗАО;Митино;;;1;55.836173;37.359367;корпус
shkola-1596;Школа № 1596;Городская;;нет;6;группа 5;ЗАО;Ново-Переделкино;;;2;55.641485;37.371612;корпус
shkola-170-im-a-p-chehova;Школа № 170 им. А.П. Чехова;Городская;;нет;6;группа 5;ЮЗАО;Коньково;Профсоюзная ул., д. 96Б;;3;55.650991;37.519006;корпус
shkola-1798-feniks;Школа № 1798 «Феникс»;Городская;;нет;6;группа 5;ВАО;Новогиреево;;;2;55.752896;37.813961;корпус
shkola-183;Школа № 183;Городская;;нет;6;группа 5;САО;Бескудниковский;;;1;55.874127;37.555872;корпус
shkola-1862;Школа № 1862;Городская;;нет;6;группа 5;ЮАО;Нагорный;;;5;55.650214;37.608232;корпус
shkola-2057-im-i-s-barova;Школа № 2057 им. И.С. Барова;Городская;;нет;6;группа 5;НАО;Внуково;;;0;;;
shkola-224;Школа № 224;Городская;;нет;6;группа 5;САО;Войковский;Ленинградское ш., д. 54;;3;55.829166;37.490923;корпус
